Payer ID,Payer Name,Institutional Claims,Professional Claims,Dental Claims,ERA,Eligibility,Attachments,Workers Comp,Secondary Support,Payer Type,Payer State
SC052,Sutter Connect - East Bay Region Hospitals - Non Sutter Groups,yes,yes,no,no,no,no,no,,commercial,CA
SC016,"Sutter Connect - Solano Regional Medical Foundation, (SRMF)",no,yes,no,no,no,no,no,,commercial,
SC018,Sutter Connect - Sutter Delta Medical Group,no,yes,no,no,no,no,no,,commercial,
SC003,Sutter Connect - Sutter Gould Medical Foundation,yes,yes,no,no,no,no,no,,commercial,
SC004,"Sutter Connect - Sutter Independent Physicians, Sutter Medical Group, Sutter West Medical Group (SIP/SMF/SWMG)",yes,yes,no,no,no,no,no,yes,commercial,
SC008,"Sutter Connect - Sutter Medical Group of the Redwoods, Santa Rosa Network (SMGR/SRN)",yes,yes,no,no,no,no,no,yes,commercial,
77318,Sutter Delta Medical Group,no,yes,no,no,no,no,no,no,commercial,
94269,Sutter East Bay Medical Foundation,yes,yes,no,enrollment,no,no,no,yes,commercial,
96176,Sutter East Bay Regional Hospital,yes,yes,no,enrollment,no,no,no,yes,commercial,
94119,Sutter East Bay Regional Hospital Affinity,yes,yes,no,enrollment,no,no,no,yes,commercial,
J1512,Sutter Health,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
SC028,Sutter Senior Care,no,yes,no,no,no,no,no,,commercial,
56621,Sutter SeniorCare PACE,yes,yes,no,enrollment,no,no,no,,commercial,
36411,Swedish Covenant Hospital,enrollment,enrollment,no,no,no,no,no,no,commercial,
J1109,Swift Transportation - CORVEL (Except TX),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
ERA17,Symetra,no,no,no,enrollment,no,no,no,,commercial,
J1972,Syngenta Corporation,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1791,T.H.E. Insurance,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
98022,TakeCare Insurance Company,enrollment,enrollment,no,no,no,no,no,no,commercial,
J1991,"Takeda America Holdings, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
88067,Tall Trees Administrators,yes,yes,no,enrollment,no,no,no,yes,commercial,
J2180,"Tankstar USA, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
TAYLR,Taylor Benefits,enrollment,enrollment,no,enrollment,no,no,no,,commercial,
RP005,TDS/ATRIO,yes,yes,no,enrollment,no,no,no,,commercial,
RP010,TDS/SRRIPA/AMERIVANTAGE,yes,yes,no,enrollment,no,no,no,,commercial,
RP012,TDS/SRRIPA/Clover,yes,yes,no,enrollment,no,no,no,,commercial,
RP011,TDS/SRRIPA/WELLCARE,yes,yes,no,enrollment,no,no,no,,commercial,
75133,Team Choice PNS,yes,yes,no,no,no,no,no,no,commercial,
J1855,Technology Insurance Co - MN and TX Only,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2358,Tennessee Risk Management Trust,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
20212,Tethys Health Ventures,yes,yes,no,no,no,no,no,no,commercial,
45210,Texas - Christus Health Plan,yes,yes,no,enrollment,no,no,no,yes,medicaid,TX
A0235,Texas A&M - TX Only,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
TXABA,Texas AG,no,no,no,enrollment,no,no,no,yes,commercial,
A0234,Texas Association of School Boards,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1581,Texas Builders Insurance Co,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
76048,Texas Childrens Health Plan - CHIP,yes,yes,no,no,yes,no,no,yes,commercial,TX
75228,Texas Childrens Health Plan - Star,yes,yes,no,no,yes,no,no,yes,medicaid,TX
88221,Texas Health Aetna,yes,yes,no,enrollment,yes,no,no,yes,commercial,TX
31403,Texas Independence Health Plan,yes,yes,no,no,no,no,no,,commercial,TX
TXYES,Texas Medicaid - Yes Waiver Claims,no,yes,no,no,no,no,no,,medicaid,
74214,Texas Municipal League,no,no,no,enrollment,no,no,no,no,commercial,TX
A0245,Texas Municipal League,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
22945,Texas Mutual Insurance,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1921,Texas Political Subdivisions JSIF,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
TH089,Texas Premier Plan,no,yes,no,no,no,no,no,no,commercial,
J1676,"Texas Roadhouse, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1110,Texas Small Business Pool,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
MCAMA,THCIC - Medicare Managed Care V,yes,no,no,no,no,no,no,no,medicare,
88461,The Alliance,yes,yes,no,no,no,no,no,yes,commercial,
CB776,"The Arizona School Alliance for Workers Compensation, Inc. ",no,no,no,enrollment,no,no,no,,,
TBGNE,"The Benefit Group, Inc.",yes,yes,no,no,no,no,no,no,,
J1391,The Builders Group of MN,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2181,The Cheesecake Factory,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
75600,The City of Odessa,yes,yes,no,no,no,no,no,no,commercial,
TCPA1,The Colorado Purchase Alliance,yes,yes,no,no,no,no,no,yes,commercial,
J1671,"The Gap, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
C1050,The General Insurance,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1422,The Hartford,yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,
J4057,The Hartford (Aarla_Risico Claims Mgt Only) (Part of Tristar Risk Management),yes,yes,no,enrollment,no,yes,yes,,workerscomp,
20356,The Health Exchange Cerner Corpo,yes,yes,no,enrollment,no,no,no,yes,commercial,
95677,The Health Plan,yes,yes,no,enrollment,yes,no,no,yes,commercial,
J1846,"The Jones Financial Companies, LLP",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
96708,The Lewer Agency- Hi Tech Contract ,no,no,no,enrollment,no,no,no,,,
23223,The Loomis Company TPA Wyomissi,yes,yes,no,enrollment,yes,no,no,yes,commercial,
J1834,The Main Street America Group / Austin Mutual,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1835,The Main Street America Group / Grain Dealers Mutual,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1836,The Main Street America Group / Great Lakes Casualty,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1837,The Main Street America Group / Main Street America Assurance,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1838,The Main Street America Group / MSA Insurance Protection,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1839,The Main Street America Group / MSAIC Surplus/Non-Admitted,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1840,The Main Street America Group / NGM,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1841,The Main Street America Group / Old Dominion Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1842,The Main Street America Group / Spring Valley Mutual,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
59227,The MEGA Life Health Insurance ,no,yes,no,no,no,no,no,no,commercial,
J1963,"The Mentor Network (Bunch CareSolutions) - CA, IL, LA, MN, NC, NJ, NM, NY, OK, OR, TX, WI",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1472,The Salvation Army (Bunch CareSolutions),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1111,The Scotts Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
13269,The Zenith,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
75296,The Zero Card,yes,yes,no,no,no,no,no,no,,
J1831,Therapy Direct Network,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2148,Third Coast Underwriters (3CU),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
SX160,Thomas H Cooper,no,yes,no,enrollment,no,no,no,yes,commercial,
THRIV,Thrivent Financial,yes,yes,no,enrollment,no,no,no,yes,commercial,
30167,Thrivent Financial Aid Association for Lutheran Medicare,yes,yes,no,no,no,no,no,yes,,
30166,Thrivent Financial Lutheran Brotherhood Medicare,yes,yes,no,no,no,no,no,yes,,
J2183,"Tilly's, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
C1057,Titan Indemnity Co - MN Only,no,yes,no,enrollment,no,yes,yes,no,workerscomp,
TLC79,TLC Benefit Solutions,yes,yes,no,enrollment,no,no,no,,commercial,
TXLTC,TMHP Long Term Care,enrollment,enrollment,enrollment,enrollment,Batch Only,no,no,yes,medicaid,
390,TN BCBS,enrollment,enrollment,no,enrollment,yes,yes,no,yes,bcbs,TN
15750,TN IPA,no,yes,no,no,no,no,no,no,commercial,TN
10311,TN Medicare Part A,enrollment,no,no,enrollment,yes,yes,no,yes,medicare,TN
10312,TN Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,TN
251CC,Together with CCHP,yes,yes,no,enrollment,no,no,no,yes,commercial,
J2289,Tokio Marine Management,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1537,TOPA Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
TMIPA,Torrance Memorial IPA,yes,yes,no,no,no,no,no,,commercial,CA
31182,Total Community Care,yes,yes,no,enrollment,no,no,no,yes,commercial,
J1112,"Total Petroleum, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
80900,TOTAL PLAN CONCEPTS,yes,yes,no,enrollment,no,no,no,yes,commercial,
41202,Total Plan Services,yes,yes,no,enrollment,no,no,no,no,commercial,
12268,Total Senior Care,yes,yes,no,no,no,no,no,,commercial,
J1604,Tower Energy Group,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1394,"Tower National Insurance Co - CA,IL,LA,MN,NJ,NC,OR,TX",no,yes,no,no,no,yes,yes,no,workerscomp,
J1668,Town of Colma (CA),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
37230,TR Paul Inc,yes,yes,no,no,no,no,no,no,commercial,
J1505,Tractor Supply Company (Bunch CareSolutions),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
37284,TransChoice-Key Benefit Administrators,yes,yes,no,no,no,no,no,yes,commercial,
TRAN1,"Transwestern Insurance Administrators, Inc.",no,yes,no,no,no,no,no,,commercial,
19046,Travelers,yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,
C1108,Travelers Auto ,yes,yes,no,no,no,yes,yes,,workerscomp,
C1032,Travelers Auto (All states except NY),yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
TCMAP,Travis County MAP - Mediview,enrollment,enrollment,no,no,no,no,no,,commercial,
36397,Trellis Health Partners,no,yes,no,no,no,no,no,no,commercial,
J1905,Tri-City Healthcare District,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2195,Tri-State Insurance Company,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
20538,Tri-Valley Medical Group,yes,yes,no,enrollment,no,no,no,no,commercial,
J4229,Triad Group LLC,no,yes,no,no,no,yes,yes,,workerscomp,NY
39181,TRIAD Healthcare Inc Plainville CT,no,yes,no,no,no,no,no,yes,commercial,
J1996,Triangle Insurance,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
32691,Tribado,yes,yes,no,no,no,no,no,no,commercial,
73117,Tribute SelectCare of Oklahoma,yes,yes,no,enrollment,no,no,no,no,commercial,
TREST,Tricare East Region,enrollment,enrollment,no,enrollment,yes,no,no,yes,champus,
SX163,Tricare Overseas,no,enrollment,no,enrollment,yes,no,no,yes,commercial,
99726,Tricare West Region,enrollment,enrollment,no,enrollment,yes,no,no,yes,champus,
56089,Trillium Health Resources,yes,yes,no,enrollment,no,no,no,yes,commercial,
J1674,Trillium Staffing Solutions,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
62777,Trilogy Health Solutions Inc.,yes,yes,no,no,no,no,no,yes,commercial,
J1971,Trindel Insurance Fund,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J2216,"Trinet Group, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
973,Triple S,enrollment,enrollment,no,enrollment,no,no,no,yes,commercial,
973MA,Triple S Advantage,enrollment,enrollment,no,enrollment,no,no,no,,commercial,
42137,"TRISTAR Benefit Administrators (W. DesMoines, IA)",yes,yes,no,enrollment,no,no,no,no,commercial,
41556,TRISTAR Risk Management,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
31144,Tristate Benefit Solutions,yes,yes,no,enrollment,no,no,no,no,commercial,
82288,True Health New Mexico,yes,yes,no,enrollment,yes,no,no,yes,commercial,NM
L0230,TRUSTED HEALTH PLAN,yes,yes,no,enrollment,no,no,no,yes,medicaid,
"91078,Trusteed Plans Service Corporation	,yes,yes,no,enrollment,no,no,no,yes,commercial,"
61425,Trustmark Small Business Benefits,yes,yes,no,enrollment,yes,no,no,no,commercial,
62344,Tuckpointers 52 Health and Welfare Plan,yes,yes,no,no,no,no,no,yes,,
4298,Tufts Health Plan,yes,yes,no,enrollment,yes,no,no,yes,commercial,
4332,Tufts Health Public Plans,yes,yes,no,enrollment,no,no,no,yes,commercial,MA
84980,TX BCBS,yes,yes,no,enrollment,yes,no,no,yes,bcbs,TX
66001,TX BCBS - CHIP/STAR,yes,yes,no,enrollment,yes,no,no,yes,,
33104,TX HealthSpring,yes,yes,no,no,yes,no,no,yes,commercial,
86916,TX Medicaid,yes,yes,no,enrollment,yes,no,no,yes,medicaid,TX
TXLTS,TX Medicaid - LTSS,no,yes,no,no,no,no,no,,medicaid,TX
4411,TX Medicare Part A,enrollment,no,no,enrollment,yes,yes,no,yes,medicare,TX
4402,TX Medicare Part B,no,enrollment,no,enrollment,yes,yes,no,yes,medicare,TX
EPF02,TX Premier Star HMO,yes,yes,no,enrollment,no,no,no,yes,,TX
J1732,"Tyson Foods Inc. - LA, MN, NC",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
89789,UC Health Plan Administrators,yes,yes,no,no,no,no,no,yes,commercial,CA
94603,UC-Davis Health,yes,yes,no,enrollment,no,no,no,,commercial,
52629,UCare of Minnesota ,yes,yes,no,no,no,no,no,yes,commercial,
55413,UCare Plans,yes,yes,no,enrollment,yes,no,no,yes,commercial,
USMBP,UCLA Medical Group,yes,yes,no,enrollment,no,no,no,,commercial,
60230,UCS (Masonry Industry Trust),yes,yes,no,enrollment,no,no,no,yes,commercial,
84389,UCS - Al Fe Heat,yes,yes,no,no,no,no,no,yes,,
18768,UCS - BASI: Boulder Administraton Services,yes,yes,no,no,no,no,no,yes,commercial,
84365,UCS - Coeur: Leonard Holding Company,yes,yes,no,no,no,no,no,yes,commercial,
94582,UCS - Coeur: Sercel,yes,yes,no,no,no,no,no,yes,commercial,
31458,"UCS - FADCO, Inc",yes,yes,no,no,no,no,no,yes,,
63985,"UCS - Fixtures & Drywall Company of Oklahoma, Inc.",yes,yes,no,no,no,no,no,yes,commercial,
96436,UCS - Insight Benefit Administrators,yes,yes,no,no,no,no,no,yes,commercial,
47165,UCS - Multimatic Tennessee,yes,yes,no,enrollment,no,no,no,yes,commercial,
55843,UCS BASI: Ellsworth Constructions,no,yes,no,no,no,no,no,yes,commercial,
16025,UCS BASI: Meter Group USA,no,yes,no,no,no,no,no,yes,commercial,
84566,UCS Benefit Management Administrators,yes,yes,no,no,no,no,no,,commercial,
75537,UCS Benovation,no,yes,no,no,no,no,no,yes,commercial,
34924,UCS Cement Masons,no,yes,no,no,no,no,no,yes,commercial,
12394,UCS Core: Nemco,no,yes,no,no,no,no,no,yes,commercial,
12395,UCS Core: TJR Equipment,no,yes,no,no,no,no,no,yes,commercial,
56724,UCS PBS Oregon,yes,yes,no,no,no,no,no,yes,commercial,
78702,UCS Seminole Tribe of Florida,yes,yes,no,no,no,no,no,yes,commercial,
92006,Udelhoven Health Plan,yes,yes,no,no,no,no,no,,commercial,
11856,UFCW Local 1000 and Kroger Dallas Health & Welfare Plan,yes,yes,no,no,no,no,no,yes,commercial,
UHP01,UHP Management,yes,yes,no,no,no,no,no,yes,commercial,
83173,UHSM - Unite Health Share Ministries,yes,yes,no,no,no,no,no,,commercial,
75240,UICI ADMINISTRATORS,yes,yes,no,no,no,no,no,yes,commercial,
77022,Ultimate Health Plans,yes,yes,no,enrollment,no,no,no,yes,commercial,
41206,Ultra Benefits Inc,yes,yes,no,enrollment,no,no,no,yes,commercial,
UMHCJ,UMass Medical School Health & Criminal Justice Program,yes,yes,no,enrollment,no,no,no,,commercial,
75130,UMC HEALTH PLAN,yes,yes,no,no,no,no,no,yes,commercial,
77501,Umpqua Health Alliance,yes,yes,no,enrollment,no,no,no,yes,,OR
39026,UMR - Wausau,yes,yes,no,enrollment,yes,no,no,yes,commercial,
95266,UMR Harrington Benefit Services Inc,no,no,no,enrollment,no,no,no,yes,commercial,
79480,UMR UMR formerly UMR Onalaska,yes,yes,no,no,no,no,no,yes,commercial,
52180,UMWA Health Retirement Funds,yes,yes,no,enrollment,yes,no,no,yes,commercial,
TP108,Underwriters Safety and Claims,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
80314,UNICARE,yes,yes,no,enrollment,yes,yes,no,yes,commercial,
35198,Unified Group Services,yes,yes,no,enrollment,no,no,no,no,commercial,
62170,Unified Health Services - Worker's Compensation Claims Only,yes,yes,no,no,no,no,no,no,commercial,
RP064,Unified Life Insurance Company,yes,yes,no,no,no,no,no,yes,commercial,
J1629,Union Construction Workers' Comp Program - MN and TX Only,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1397,Union Insurance Co,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
25844,"Union Insurance Company of Providence - All States except CA, NM, NV",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
87042,Union Pacific Railroad,no,yes,no,enrollment,yes,no,no,yes,commercial,
UAGBT,United Agriculture Benefit Trust,no,yes,no,no,no,no,no,no,commercial,
92916,United American,no,no,no,enrollment,no,no,no,,,
UFNEP,United Americhoice of Nebraska,no,no,no,enrollment,no,no,no,no,commercial,
WID01,United AmeriChoice of Wisconsin,no,no,no,enrollment,no,no,no,no,commercial,
20090,UNITED CLAIM SOLUTIONS,yes,yes,no,no,no,no,no,,commercial,
J2330,United Continental,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1048,United Dominion Realty Trust,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1789,United Financial Casualty Company - MN Only,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J1401,United Fire,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
C1060,United Fire - AUTO ONLY,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
36659,United Food and Commercial Workers ,no,no,no,enrollment,no,no,no,no,commercial,
ERA22,United Food and Commercial Workers,no,no,no,enrollment,no,no,no,,,
UGP19,United Group Programs Inc,yes,yes,no,enrollment,no,no,no,no,commercial,
87726,United Health Care,yes,yes,no,enrollment,yes,no,no,yes,commercial,
88337,UNITED HEALTH CARE OH MEDICAID,yes,yes,no,enrollment,no,no,no,yes,medicaid,OH
83572,UNITED HEALTH CARE OH MEDICAID VISION,yes,yes,no,enrollment,no,no,no,,medicaid,OH
95378,United Healthcare of River Valley,yes,yes,no,enrollment,yes,no,no,yes,commercial,
J1859,United Heartland,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
84132,United Medical Alliance,yes,yes,no,no,no,no,no,no,commercial,
71412,United of Omaha,yes,yes,no,enrollment,yes,no,no,no,commercial,
J1113,United States Cold Storage,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
J4270,United States Fire Insurance Company,yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,
J1235,United Wisconsin Insurance Company/       United Heartland,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
4567,UnitedHealthcare Community Plan,no,no,no,enrollment,no,no,no,no,commercial,
TEX01,UnitedHealthcare Community Plan / TX (formerly  AmeriChoice),no,no,no,enrollment,no,no,no,,commercial,
96385,UnitedHealthcare Community Plan KanCare,yes,yes,no,enrollment,yes,no,no,yes,commercial,
86050,UnitedHealthcare Community Plan Missouri,yes,yes,no,enrollment,yes,no,no,yes,commercial,
NYU01,UnitedHealthcare Community Plan NY,yes,yes,no,enrollment,no,no,no,no,commercial,
3432,"UnitedHealthcare Community Plan/AZ, Long Term Care, Children's Rehabilitative Services (CRS)",yes,yes,no,enrollment,yes,no,no,yes,commercial,AZ
16063,Unitrin Direct Property & Casualty Company - MN Only,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
A1152,UNITY HEALTH PARTNERS,yes,yes,no,enrollment,no,no,no,,commercial,
UNINW,UNIVERA HEALTHCARE,yes,yes,no,enrollment,no,no,no,yes,commercial,
93220,Universal Fidelity Life Insurance Company,no,no,no,enrollment,no,no,no,,,
53684,Universal Health Fellowship,yes,yes,no,no,no,no,no,yes,commercial,
UHIPA,Universal HealthCare IPA,yes,yes,no,no,no,no,no,yes,commercial,CA
9830,University Family Care,yes,yes,no,enrollment,no,no,no,yes,commercial,
9908,University Family Care Maricopa,yes,yes,no,enrollment,no,no,no,yes,commercial,
99026,University Health Alliance,enrollment,enrollment,no,enrollment,no,no,no,yes,commercial,HI
46407,University Health Care Advantage,yes,yes,no,no,no,no,no,no,commercial,
UIC67,University of Illinois,yes,yes,no,enrollment,no,no,no,yes,commercial,
37601,University of Illinois at Chicago Div of Specialized Care for Children,no,yes,no,no,no,no,no,no,commercial,
J1941,University of Kentucky Health Services,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
45282,University of Maryland Health Advantage,yes,yes,no,no,no,no,no,yes,commercial,
SX155,University of Utah Health Plans,yes,yes,no,enrollment,no,no,no,yes,commercial,
UTMBU,University Texas Medical Brance - Institutional,yes,no,no,enrollment,no,no,no,,commercial,TX
UTMBC,University Texas Medical Branch - Professional,no,yes,no,enrollment,no,no,no,,commercial,TX
ERA45,UNL-United National Life Insurance Co.,no,no,no,enrollment,no,no,no,,,
23281,UPMC Health Plan,yes,yes,no,enrollment,yes,no,no,yes,commercial,
25184,UPMC Vision Advantage,no,yes,no,no,no,no,no,no,commercial,
37324,Upper Peninsula Health Group TPA,yes,yes,no,no,no,no,no,no,commercial,
38337,Upper Peninsula Health Plan Medi,yes,yes,no,enrollment,no,no,no,yes,commercial,
J2244,Us Administrators,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
93092,US Benefits,yes,yes,no,enrollment,no,no,no,no,commercial,
90551,US Family Health Plan,yes,yes,no,enrollment,yes,no,no,no,commercial,
ISA20,US Fire Insurance/ Crum & Forster (Medicare Supplement),no,no,no,enrollment,no,no,no,,medicare,
J1114,"US Foodservice, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,
USHA1,US Health,no,no,no,enrollment,no,no,no,,,
