"Payer ID","Payer Name","Institutional Claims","Professional Claims","Dental Claims",ERA,Eligibility,Attachments,"Workers Comp","Secondary Support","Payer Type","Payer State","Eligibility Category"
J4270,"United States Fire Insurance Company",yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,,
J1235,"United Wisconsin Insurance Company/       United Heartland",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
04567,"UnitedHealthcare Community Plan",no,no,no,enrollment,no,no,no,no,commercial,,
95467,"UnitedHealthcare Community Plan - MI & UT",yes,yes,no,enrollment,no,yes,no,yes,commercial,,
86047,"UnitedHealthcare Community Plan - NJ",yes,yes,no,enrollment,yes,yes,no,yes,commercial,NJ,Prime
95378,"UnitedHealthcare Community Plan - TN",yes,yes,no,enrollment,yes,yes,no,yes,commercial,,Prime
TEX01,"UnitedHealthcare Community Plan / TX (formerly  AmeriChoice)",no,no,no,enrollment,no,no,no,,commercial,,
96385,"UnitedHealthcare Community Plan KanCare",yes,yes,no,enrollment,yes,yes,no,yes,commercial,,Prime
86050,"UnitedHealthcare Community Plan Missouri",yes,yes,no,enrollment,yes,yes,no,yes,commercial,,Prime
NYU01,"UnitedHealthcare Community Plan NY",yes,yes,no,enrollment,no,no,no,yes,commercial,,
03432,"UnitedHealthcare Community Plan/AZ, Long Term Care, Children's Rehabilitative Services (CRS)",yes,yes,no,enrollment,yes,yes,no,yes,commercial,AZ,Prime
95958,"UnitedHealthcare West Encounters (formerly PacifiCare)",yes,yes,no,no,no,no,no,no,commercial,CA,
J1002,"Unitrin Business Insurance",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
16063,"Unitrin Direct Property & Casualty Company - MN Only",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
A1152,"UNITY HEALTH PARTNERS",yes,yes,no,enrollment,no,no,no,,commercial,,
UNINW,"UNIVERA HEALTHCARE",yes,yes,no,enrollment,no,no,no,yes,commercial,,
93220,"Universal Fidelity Life Insurance Company",no,no,no,enrollment,no,no,no,,,,
53684,"Universal Health Fellowship",yes,yes,no,no,no,no,no,yes,commercial,,
UHIPA,"Universal HealthCare IPA",yes,yes,no,no,no,no,no,yes,commercial,CA,
09830,"University Family Care",yes,yes,no,enrollment,no,no,no,yes,commercial,,
99026,"University Health Alliance",enrollment,enrollment,no,enrollment,no,no,no,yes,commercial,HI,
46407,"University Health Care Advantage",yes,yes,no,no,no,no,no,no,commercial,,
J4608,"University Health Systems, Inc",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
UIC67,"University of Illinois",yes,yes,no,enrollment,no,no,no,yes,commercial,,
37601,"University of Illinois at Chicago Div of Specialized Care for Children",no,yes,no,no,no,no,no,no,commercial,,
J1941,"University of Kentucky Health Services",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
45282,"University of Maryland Health Advantage",yes,yes,no,no,no,no,no,yes,commercial,,
J4623,"University of Southern California - CORVEL",no,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2387,"University of Texas at Austin (IMO)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
SX155,"University of Utah Health Plans",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
UTMBU,"University Texas Medical Brance - Institutional",yes,no,no,enrollment,no,no,no,,commercial,TX,
UTMBC,"University Texas Medical Branch - Professional",no,yes,no,enrollment,no,no,no,,commercial,TX,
ERA45,"UNL-United National Life Insurance Co.",no,no,no,enrollment,no,no,no,,,,
23281,"UPMC Health Plan",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
37324,"Upper Peninsula Health Group TPA",yes,yes,no,no,no,no,no,no,commercial,,
38337,"Upper Peninsula Health Plan",yes,yes,no,enrollment,no,no,no,yes,commercial,,
63103,"Uprise Health",yes,yes,no,no,no,no,no,yes,commercial,,
J4633,"Urban Plates, LLC - CORVEL",no,yes,no,enrollment,no,yes,yes,,workerscomp,,
50291,"Urogen Support",yes,yes,no,no,no,no,no,,,,
J2244,"Us Administrators",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
93092,"US Benefits",yes,yes,no,enrollment,no,no,no,no,commercial,,
90551,"US Family Health Plan",yes,yes,no,enrollment,no,no,no,yes,commercial,,
ISA20,"US Fire Insurance/ Crum & Forster (Medicare Supplement)",no,no,no,enrollment,no,no,no,,medicare,,
J1114,"US Foodservice, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
USHA1,"US Health",no,no,no,enrollment,no,no,no,,,,
50383,"US Imaging Network",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J1115,"US National Resources (Aigrm)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
USN01,"US Network and Administrative Services",yes,yes,no,no,no,no,no,yes,,,
J1950,"US Sugar Corporation",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4472,"US Venture, INC (CORVEL)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1822,"USAA ",yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,,
USAAM,"USAA-Medicare Supplemental",no,no,no,enrollment,no,no,no,,,,
13407,"USFHP - St. Vincent Catholic Medical Centers of New York",yes,yes,no,no,yes,no,no,yes,commercial,,Prime
J2260,"USS Posco",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
SKVI0,"USVI Medicaid",yes,yes,no,enrollment,no,no,no,yes,medicaid,USVI,
09302,"USVI Medicare Part B",no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,USVI,Prime
00910,"UT BCBS",yes,yes,no,enrollment,yes,no,no,yes,bcbs,UT,Prime
UTMCD,"UT Medicaid",enrollment,enrollment,no,enrollment,yes,no,no,yes,medicaid,UT,"Non Prime"
03501,"UT Medicare Part A",yes,no,no,enrollment,enrollment,yes,no,yes,medicare,UT,Prime
03502,"UT Medicare Part B",no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,UT,Prime
J3957,"Utah Uninsured Employers Fund (UT only) - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
C1027,"UTICA C1027",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4108,"Utica City School District (NY) - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
25976,"Utica Mutual Insurance Co",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
43478,"Utica National Insurance Co of Texas",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4550,"UTZ Quality Foods, LLC - Corvel",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
00423,"VA BCBS",yes,yes,no,enrollment,yes,yes,no,yes,bcbs,VA,Prime
12115,"VA Fee Basis Programs",yes,yes,no,enrollment,yes,no,no,yes,commercial,VA,Prime
VAMCD,"VA Medicaid",yes,yes,no,enrollment,yes,no,no,yes,medicaid,VA,"Non Prime"
12004,"VA Medicare Part A",enrollment,no,no,enrollment,enrollment,yes,no,yes,medicare,,Prime
11302,"VA Medicare Part B",no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,VA,Prime
J4075,"Vacasa LLC - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3807,Vacorp,yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4003,"Vail Resort",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
R3463,"VALIR PACE ORGANIZATION",yes,yes,no,enrollment,no,no,no,,,,
J3742,"Valitas Health Services, Inc. dba Corizon Health - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2317,"Vallarta Supermarkets",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3148,"Vallarta Supermarkets - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
VCIPA,"Valley Care IPA",yes,yes,no,enrollment,no,no,no,no,commercial,,
VSIPA,"Valley Care Select IPA (Identity MSO)",no,no,no,enrollment,no,no,no,,,,
J4268,"Valley Forge",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
VHP01,"Valley Health Plan (Commercial)",yes,yes,yes,enrollment,no,no,no,yes,commercial,CA,
VHP02,"Valley Health Plan (Medi-Cal)",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J1873,"Valley Mills ISD",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3149,"Valley Presbyterian Hospital (ATHENS)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
43259,"Valor Health Plan",yes,yes,no,enrollment,no,no,no,yes,commercial,,
SX173,"Value Options",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
22322,"ValueOptions Maryland Mental Hygiene",yes,yes,no,enrollment,no,no,no,yes,medicaid,,
VLIPA,"Van Lang IPA",yes,yes,no,enrollment,no,no,no,,commercial,,
21172,"Vanliners Insurance Company",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
77701,"Vantage Health Plan",yes,yes,no,no,no,no,no,,,,
72187,Varipro,yes,yes,no,no,no,no,no,no,,,
VS402,"Vault/AMPS Admin Services Or GAR (Georgia Realtors Association)",yes,yes,no,enrollment,no,no,no,yes,commercial,,
13010,"Vaya Health",enrollment,enrollment,no,enrollment,no,no,no,yes,commercial,,
J1992,"Velocity Vehicle Group (Doi > 4/15/2012 Or Later)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4512,"VENSURE EMPLOYER SERVICES OHIO",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
VCHCP,"Ventura County Health Care Plan",yes,yes,no,no,no,no,no,,commercial,CA,
J4289,"Ventura County Schools (ATHENS)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
VERTX,"Verda Healthcare Texas",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J3988,"Verlan Fire Ins Co",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4612,"Vermont School Board Insurance Trust",yes,yes,no,enrollment,no,yes,no,,,,
C1128,"Verti Insurance Co",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
VESTA,Vestacare,yes,yes,no,no,no,no,no,no,commercial,,
42558,"VHS (Cedar Valley Community Healthcare)",yes,yes,no,enrollment,no,no,no,,,,
23861,"VHS (Eastern Iowa Community Healthcare)",yes,yes,no,no,no,no,no,yes,,,
29018,"VHS (Health Plan of Western Illinois)",yes,yes,no,enrollment,no,no,no,yes,,,
15976,"Vibra Health Plan",no,no,no,enrollment,no,no,no,,commercial,,
VCH01,"ViCare Health",yes,yes,no,enrollment,no,no,no,,,,
J1116,"Vicorp Restaurants, Inc.",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4086,"Victus Insurance LTD",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
24818,"Vida Care",yes,yes,no,no,no,no,no,no,commercial,,
25924,"VieCare Life Beaver and Life Lawrence Counties",yes,yes,no,no,no,no,no,,commercial,,
36477,"Village Practice Management Company",yes,yes,no,enrollment,no,no,no,,commercial,,
26545,VillageCareMAX,yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
J2165,"Virginia Beach City Public Schools (VA ONLY)",no,no,no,enrollment,no,yes,yes,no,workerscomp,,
J3786,"Virginia International Terminals",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3928,"Virginia Risk Sharing (VRSA)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1404,"Virginia Surety Company, Inc. (Except ND, OH, WA, WY)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4166,"Vision Risk Management",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4235,"Vistra Corp - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
IHS25,"Vitori Health",yes,yes,no,no,no,no,no,yes,commercial,,
63114,"Viva Health Plan",yes,yes,no,enrollment,yes,no,no,yes,commercial,AL,Prime
J3354,"VML Insurance Programs",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
77073,"VNS CHOICE Medicare",yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
VNSPC,"Volunteers of America National Services",yes,yes,no,no,no,no,no,yes,,,
J1750,"Vons / Safeway - IL,LA,MN,NC,OR,TX",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1405,"Vought Aircraft Industries",no,yes,no,enrollment,no,yes,yes,no,workerscomp,,
SB915,"VT BCBS",yes,yes,no,enrollment,no,no,no,yes,bcbs,VT,
VTMCD,"VT Medicaid",enrollment,enrollment,no,enrollment,yes,no,no,yes,medicaid,VT,"Non Prime"
14512,"VT Medicare Part B",no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,VT,Prime
J1993,"Vulcan Materials",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
99915,"Vxtra Health Plan Inc",yes,yes,no,no,no,no,no,no,commercial,,
RP042,"Vytalize Health ERA only",no,no,no,enrollment,no,no,no,,,,
22264,"Vytra Healthcare",yes,yes,no,no,no,no,no,yes,commercial,,
J4556,"W.L. Gore & Associates Inc",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
00932,"WA Blue Shield - Regence",yes,yes,no,enrollment,yes,no,no,yes,bcbs,WA,Prime
SKWA0,"WA Medicaid",enrollment,enrollment,no,enrollment,yes,no,no,yes,medicaid,WA,"Non Prime"
02402,"WA Medicare Part B",no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,WA,Prime
00430,"WA/AK Blue Cross - Premera",yes,yes,no,enrollment,yes,no,no,yes,bcbs,WA,Prime
0043I,"WA/AK Blue Cross - Premera - Individual ERA",no,no,no,enrollment,no,no,no,,bcbs,,
J3931,Wadena,yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4393,"Wagamama USA - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3834,"Wake County",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1004,Wal-Mart,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3835,"Walker, Hunter & Assoc., Inc - Springs",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3836,"Walker, Hunter & Assoc., Inc - Timber Fund",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2385,"WARNER BROTHERS",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4231,"Warren County NY",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4045,"Washington County (OR) - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3865,"Washington Gas - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4457,"Washington Hospital Services - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
SX063,"Washington Labor Industry",enrollment,enrollment,no,enrollment,no,no,no,yes,commercial,WA,
J2210,"Washington Mutual (OR)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
70319,"Washington National Insurance Company",no,no,no,enrollment,no,no,no,,,,
WASHO,"Washoe Tribal Health PRC",yes,yes,no,no,no,no,no,yes,,,
J4469,"Water Holdings Acquisition, LLC (CORVEL)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
MPM09,"Watts Health Care",yes,yes,no,no,no,no,no,,commercial,CA,
J4114,"Wayfair - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3939,"Waypoint Mutual (formerly Midwest Builders)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3953,"WC Solutions",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4248,"WCF Insurance",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1406,"WE Energies",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
75261,WebTPA,yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
J3845,Wegmans,yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2278,"Wei-Chuan USA, Inc",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J4524,"Weis Markets",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2206,"Weis Markets - Sunbury",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
WBHCA,WelbeHealth,yes,yes,no,enrollment,no,no,no,yes,commercial,,
MPM57,"Welcome Health",yes,yes,no,enrollment,no,no,no,,commercial,,
14163,Wellcare,yes,yes,no,enrollment,yes,no,no,yes,commercial,,Prime
87843,"Wellfleet Group, LLC",yes,yes,no,enrollment,no,no,no,yes,commercial,,
WELM2,WellMed,yes,yes,no,enrollment,no,no,no,yes,commercial,,
93669,"WellNet Healthcare Administrators, Inc",yes,yes,no,no,no,no,no,yes,commercial,,
J4090,"Wellpath Holdings, Inc.-CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
WLPNT,Wellpoint,yes,yes,no,enrollment,yes,yes,no,yes,commercial,"AZ,IA,NJ,TN,TX,WA",Prime
WLPNE,"WELLPOINT ERA",no,no,no,enrollment,no,no,no,,,,
27517,"WELLPOINT MARYLAND INCORPORATED",yes,yes,no,enrollment,no,no,no,yes,commercial,,
NEXUS,"WellSpace Nexus LLC",yes,yes,no,enrollment,no,no,no,,commercial,,
35245,"WellSystems LLC",yes,yes,no,enrollment,yes,no,no,no,commercial,,Prime
J1857,"Wesco Insurance Company - CA, MN, TX",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3348,"West Bend - NSI",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2088,"West Bend Mutual Insurance",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
GMWP1,"West PACE",yes,yes,no,no,no,no,no,,,,
WRPNI,"West Regional Physicians Network Inc",yes,yes,no,no,no,no,no,yes,commercial,,
80942,"West Suburban Health Providers",no,no,no,enrollment,no,no,no,yes,commercial,,
WVS01,"West Virginia Senior Advantage",yes,yes,no,enrollment,no,no,no,,commercial,,
J3738,"Western Agricultural Insurance Company",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4058,"Western Grain & Milling, Inc.",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
68039,"Western Health Advantage",yes,yes,no,no,no,no,no,yes,commercial,,
J4466,"Western Integrated Care (Benchmark)",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4005,"Western Integrated Care (WIC)",yes,yes,no,no,no,yes,yes,,workerscomp,,
37247,"Western Mutual Insurance",no,no,no,enrollment,no,no,no,yes,commercial,,
J1569,"Western National Assurance",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1495,"Western National Insurance Group",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1586,"Western National Insurance \ Pioneer Specialties",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
DOCSO,"Western Oregon Advanced Health",yes,yes,no,enrollment,no,no,no,yes,,,
RP083,"Western Pennsylvania Electrical Employees Insurance Trust Fund",yes,yes,no,no,no,no,no,yes,commercial,,
31048,"Western Southern Financial Group",yes,yes,no,no,no,no,no,yes,commercial,,
J4148,"Westfield Champion Insurance Company",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1858,"Westfield Insurance - CA,IL,LA,MN,NC,TN,TX,WI",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3322,"Westfield National ",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4149,"Westfield Premier Insurance Company",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4147,"Westfield Superior Insurance Company",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4150,"Westfield Touchstone Insurance Company",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2235,"Westlake Services",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
ERA24,"WEX Health Inc.",no,no,no,enrollment,no,no,no,,,,
38232,"Weyco Inc",no,no,no,enrollment,no,no,no,yes,commercial,,
J4547,"White Castle System, Inc. - DOI 7/1/2024 and after only, Except OH Claims All DOI",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
58213,"WholeHealth Networks, Inc",no,yes,no,enrollment,no,no,no,yes,commercial,,
00450,"WI BCBS Institutional",yes,no,no,enrollment,yes,yes,no,yes,bcbs,,Prime
WIBCM,"WI BCBS Medicaid",yes,yes,no,enrollment,no,no,no,yes,commercial,WI,
00950,"WI BCBS Professional",no,yes,no,enrollment,yes,yes,no,yes,bcbs,WI,Prime
WIMCD,"WI Medicaid",yes,yes,no,enrollment,yes,no,no,yes,medicaid,WI,Prime
06001,"WI Medicare Part A",enrollment,no,no,enrollment,enrollment,yes,no,yes,medicare,WI,Prime
06302,"WI Medicare Part B",no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,WI,Prime
65900,"Wilco Life Insurance Company",no,no,no,enrollment,no,no,no,,,,
93050,"William C Earhart",yes,yes,no,enrollment,no,no,no,yes,commercial,,
J1473,"Williams & Sonoma (Bunch CareSolutions)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J2386,"WILLIAMSON COUNTY GOVERNMENT (TN ONLY) - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4205,"Willow Bridge Property Company (LPC Resident Services) - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J1893,"Wilson Mutual Insurance (All States EXCEPT WI/MN)",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J1407,"Wilson Mutual Insurance - MN and WI Only",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
41095,WilsonMcShane,yes,yes,no,no,no,no,no,no,commercial,,
J4145,"Wind Creek Bethlehem LLC - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J2271,Winnebago,yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3954,"WJ Cox Associates, Inc.",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4582,"WKS Restaurant Corp - Corvel",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4091,"Wolverine Mutual Insurance Company",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4365,"Woodward, Inc. - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4507,"Work First Casualty Broadspire",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J4035,"Work First Casualty Company",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
J3722,"Workers Compensation And Employer Liability",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
C0100,"Workers Compensation Fax Documents",no,yes,no,no,no,yes,yes,,workerscomp,,
20333,"Worksite Benefit Services LLC",no,no,no,enrollment,no,no,no,no,commercial,,
J4361,"World Trade Center - MCA Sedgwick",yes,yes,no,enrollment,no,yes,yes,yes,workerscomp,,
J1874,"Worldcom Inc",yes,yes,no,enrollment,no,yes,yes,no,workerscomp,,
J3757,"Worthington Industries - CORVEL",yes,yes,no,enrollment,no,yes,yes,,workerscomp,,
WPS01,"WPS Commercial",no,enrollment,no,enrollment,yes,no,no,no,commercial,WI,Prime
TDFIC,"WPS Tricare for Life",enrollment,enrollment,no,enrollment,yes,no,no,yes,commercial,,Prime
J4177,"Wright Risk Management",no,yes,no,no,no,yes,yes,,workerscomp,NY,
54828,"WV BCBS - Highmark",enrollment,enrollment,no,enrollment,yes,no,no,yes,bcbs,WV,Prime
SKWV0,"WV Medicaid",yes,yes,no,enrollment,yes,no,no,yes,medicaid,WV,"Non Prime"
11402,"WV Medicare Part B",no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,WV,Prime
15459,"WV Senior Solutions Highmark",enrollment,enrollment,no,enrollment,no,no,no,yes,commercial,WV,
11003,"WV/VA Medicare Part A",enrollment,no,no,enrollment,enrollment,yes,no,yes,medicare,WV,Prime
00460,"WY Blue Cross Institutional only",yes,no,no,enrollment,yes,no,no,,bcbs,WY,Prime
00960,"WY Blue Shield",no,yes,no,enrollment,yes,no,no,yes,bcbs,WY,Prime
WYMCD,"WY Medicaid",enrollment,enrollment,no,enrollment,yes,no,no,yes,medicaid,WY,Prime
03602,"WY Medicare Part B",no,enrollment,no,enrollment,enrollment,yes,no,yes,medicare,WY,Prime
